%dir,flowInd,flowStat,timeFirst,timeLast,duration,numHdrDesc,numHdrs,hdrDesc,srcMac,dstMac,ethType,ethVlanID,srcIP,srcIPCC,srcIPOrg,srcPort,dstIP,dstIPCC,dstIPOrg,dstPort,l4Proto,macStat,macPairs,srcMac_dstMac_numP,srcManuf_dstManuf,dstPortClassN,dstPortClass,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,tcpFStat,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,ipTOS,ipFlags,ipOptCnt,ipOptCpCl_Num,ip6OptCntHH_D,ip6OptHH_D,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpFlags,tcpAnomaly,tcpOptPktCnt,tcpOptCnt,tcpOptions,tcpMSS,tcpWS,tcpMPTBF,tcpMPF,tcpMPAID,tcpMPdssF,tcpTmS,tcpTmER,tcpEcI,tcpUtm,tcpBtm,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,tcpStates,icmpStat,icmpTCcnt,icmpBFTypH_TypL_Code,icmpTmGtw,icmpEchoSuccRatio,icmpPFindex,connSip,connDip,connSipDip,connSipDprt,connF
B,541,0x0400000000004001,1527823433.678711,1527823435.092313,1.413602,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,ec:1a:59:83:28:11,0x0800,,184.73.174.14,us,Amazoncom,8443,192.168.1.165,07,Private network,4503,6,0x00,1,14:cc:20:51:33:ea_ec:1a:59:83:28:11_10,Tp-LinkT_BelkinIn,8443,pcsync-https,10,11,3118,659,0,1448,311.8,464.3176,0,0.718352,0.1413602,0.1942477,7.074127,2205.713,-0.04761905,0.6510458,0x00d4,1,53200,38,38,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3690702960,10,3117,0,4,621,1,3706880,180314.0,30080,3706880,1,2,1,0.0,0x1b,0x0003,10,32,0x0000011e,1460,128,0x0000,0x00,0,0x00,3029821645,4294931068,0.004,12119287.155635,1515704147.936678,0.207708,0.207455,0.245928,0.215158,0.009955629,0.265676,0.1333626,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,11,2,2,2.0
A,533,0x0400000000004000,1527823424.122293,1527823425.955376,1.833083,1,3,eth:ipv4:tcp,ec:1a:59:83:28:11,14:cc:20:51:33:ea,0x0800,,192.168.1.165,07,Private network,4759,184.73.191.189,us,Amazoncom,8899,6,0x00,1,ec:1a:59:83:28:11_14:cc:20:51:33:ea_18,BelkinIn_Tp-LinkT,8899,ospf-lite,18,15,13819,456,0,1448,767.7222,642.3386,0,0.22674,0.1018379,0.09906133,9.819523,7538.666,0.09090909,0.9361121,0x0054,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1140770925,15,13818,2,5,456,0,11680,5853.585,5840,11680,1,0,0,0.0,0x1b,0x0001,18,56,0x0000011e,1460,2,0x0000,0x00,0,0x00,4294928838,315552808,0.004,17179716.167993,1510643709.787384,0.0,0.000973,0.008744,0.003928334,0.002761094,0.221164,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,11,1,2,2,0.1818182
B,533,0x0400000000004001,1527823424.343457,1527823425.954206,1.610749,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,ec:1a:59:83:28:11,0x0800,,184.73.191.189,us,Amazoncom,8899,192.168.1.165,07,Private network,4759,6,0x00,1,14:cc:20:51:33:ea_ec:1a:59:83:28:11_15,Tp-LinkT_BelkinIn,8899,ospf-lite,15,18,456,13819,0,205,30.4,65.30765,0,0.228206,0.1073833,0.09444897,9.312438,283.0981,-0.09090909,-0.9361121,0x00d4,1,27102,37,37,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2928904038,15,455,0,11,13819,1,2290944,62854.07,19072,2290944,1,8,1,0.0,0x1b,0x0003,15,47,0x0000011e,8961,128,0x0000,0x00,0,0x00,315552808,4294928783,0.001,315552.822988,1527507873.131219,0.221164,0.039229,0.221164,0.1991107,0.04192506,0.2030391,0.04201588,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,11,1,1,1.0
A,544,0x0400000000004000,1527823435.163356,1527823437.32275,2.159394,1,3,eth:ipv4:tcp,ec:1a:59:83:28:11,14:cc:20:51:33:ea,0x0800,,192.168.1.165,07,Private network,4504,184.73.174.14,us,Amazoncom,8443,6,0x00,1,ec:1a:59:83:28:11_14:cc:20:51:33:ea_18,BelkinIn_Tp-LinkT,8443,pcsync-https,18,17,9650,2366,0,1448,536.1111,619.124,0,0.500339,0.1199663,0.1288198,8.335671,4468.846,0.02857143,0.6061918,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1151511809,15,9649,2,4,2367,0,11680,8735.837,5840,11680,1,1,1,0.0,0x1e,0x0004,18,56,0x0000011e,1460,2,0x0000,0x00,0,0x00,4294931680,3029822194,0.004,17179727.535993,1510643709.786757,0.0,0.000732,0.503461,0.03753734,0.104477,0.218101,-1.0,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,1,2,2,0.2
B,544,0x0400000000004001,1527823435.381457,1527823437.288379,1.906922,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,ec:1a:59:83:28:11,0x0800,,184.73.174.14,us,Amazoncom,8443,192.168.1.165,07,Private network,4504,6,0x00,1,14:cc:20:51:33:ea_ec:1a:59:83:28:11_17,Tp-LinkT_BelkinIn,8443,pcsync-https,17,18,2366,9650,0,1448,139.1765,303.8046,0,0.722239,0.1121719,0.1659801,8.91489,1240.743,-0.02857143,-0.6061918,0x00d4,1,48064,38,38,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3620065932,17,2365,0,11,9612,1,3706880,65428.29,30080,3706880,1,10,1,0.0,0x1b,0x0003,17,53,0x0000011e,1460,128,0x0000,0x00,0,0x00,3029822194,4294931613,0.004,12119289.351635,1515704147.936744,0.218101,0.002602,0.23415,0.1822565,0.07855666,0.2197939,0.1307157,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,10,1,1,1.0
A,538,0x0400000000004000,1527823429.954296,1527823431.341311,1.387015,1,3,eth:ipv4:tcp,e0:76:d0:3f:00:ae,14:cc:20:51:33:ea,0x0800,,192.168.1.216,07,Private network,35973,35.160.234.140,us,Amazon Technologies Inc,443,6,0x00,1,e0:76:d0:3f:00:ae_14:cc:20:51:33:ea_13,AMPAKTec_Tp-LinkT,443,https,13,10,5000,3848,0,2449,384.6154,671.4263,0,0.594874,0.1066935,0.1459444,9.372645,3604.864,0.1304348,0.1301989,0x00d4,1,2,64,64,0,0x00,0x0840,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2697907401,10,4999,2,6,3848,0,467200,31108.53,14624,467200,1,4,1,0.0,0x1b,0x0001,13,41,0x0000011e,1460,32,0x0000,0x00,0,0x00,3284056,1044630916,0.01,32840.559266,1527790590.782046,0.0,0.00144,0.598194,0.09549677,0.1997166,0.152741,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,6,1,4,10,1.666667
B,538,0x0400000000004001,1527823430.107037,1527823431.337001,1.229964,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,e0:76:d0:3f:00:ae,0x0800,,35.160.234.140,us,Amazon Technologies Inc,443,192.168.1.216,07,Private network,35973,6,0x00,1,14:cc:20:51:33:ea_e0:76:d0:3f:00:ae_10,Tp-LinkT_AMPAKTec,443,https,10,13,3848,5000,0,1448,384.8,494.3752,0,0.748569,0.1229964,0.2000331,8.13032,3128.547,-0.1304348,-0.1301989,0x00d4,1,42159,233,233,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2892916951,10,3847,0,5,5000,1,6872832,312606.6,28160,6872832,1,2,1,0.0,0x1b,0x0003,10,32,0x0000011e,1460,256,0x0000,0x00,0,0x00,1044630916,3284041,0.004,4178523.862469,1523644907.474532,0.152741,0.149297,0.15475,0.1521996,0.001851773,0.2476964,0.1997251,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,6,3,9,9.0
A,539,0x0400000000004000,1527823432.330459,1527823442.525419,10.19496,1,3,eth:ipv4:tcp,e0:76:d0:3f:00:ae,14:cc:20:51:33:ea,0x0800,,192.168.1.216,07,Private network,43677,52.193.63.241,jp,Amazon Data Services Japan,443,6,0x00,1,e0:76:d0:3f:00:ae_14:cc:20:51:33:ea_9,AMPAKTec_Tp-LinkT,443,https,9,8,1042,173,0,516,115.7778,169.6503,0,9.394754,1.132774,2.706724,0.8827892,102.2074,0.05882353,0.7152264,0x0054,1,65007,64,64,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2621311605,5,1041,2,1,141,0,467200,344631.7,0,497408,1,1,2,0.1111111,0x1f,0x0001,1,5,0x0000011e,1460,32,0x0000,0x00,0,0x00,3284155,0,0.004,13136.620624,1527810295.709836,0.0,0.002331,9.216532,2.054462,3.561699,0.184611,-1.0,0x12,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,6,1,4,10,1.666667
B,539,0x0400000000004001,1527823432.51507,1527823442.515903,10.000833,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,e0:76:d0:3f:00:ae,0x0800,,52.193.63.241,jp,Amazon Data Services Japan,443,192.168.1.216,07,Private network,43677,6,0x00,1,14:cc:20:51:33:ea_e0:76:d0:3f:00:ae_8,Tp-LinkT_AMPAKTec,443,https,8,9,173,1042,0,142,21.625,38.8842,0,9.390847,1.250104,2.812877,0.7999334,17.29856,-0.05882353,-0.7152264,0x00c4,1,41259,36,36,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3194058629,8,172,0,5,1043,1,29200,30763.41,29200,31088,0,2,1,0.0,0x1e,0x0006,1,1,0x00000004,1460,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.184611,0.174315,0.212573,0.1815853,0.01057054,2.236047,3.561714,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,6,3,9,9.0
A,540,0x0400000000004000,1527823432.715085,1527823432.724606,0.009521,1,3,eth:ipv4:tcp,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,0x0800,,192.168.1.165,07,Private network,3889,192.168.1.223,07,Private network,49153,6,0x00,1,ec:1a:59:83:28:11_ec:1a:59:79:f4:89_6,BelkinIn_BelkinIn,49153,unknown,6,6,319,168,0,187,53.16667,64.7675,0,0.003735,0.001586833,0.001009503,630.1859,33504.88,0.0,0.3100616,0x0054,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1151532675,3,318,2,2,168,0,11680,6821.528,5840,11680,1,0,0,0.0,0x1b,0x0001,1,5,0x0000011e,1460,2,0x0000,0x00,0,0x00,4294930528,0,0.004,17179722.927993,1510643709.787092,0.0,0.00032,0.001772,0.0008916666,0.0004818316,0.001001,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,9,1,18,18,2.0
B,540,0x0400000000004001,1527823432.716086,1527823432.725463,0.009377,1,3,eth:ipv4:tcp,ec:1a:59:79:f4:89,ec:1a:59:83:28:11,0x0800,,192.168.1.223,07,Private network,49153,192.168.1.165,07,Private network,3889,6,0x00,1,ec:1a:59:79:f4:89_ec:1a:59:83:28:11_6,BelkinIn_BelkinIn,49153,unknown,6,6,168,319,0,168,28.0,54.45022,0,0.002744,0.001562833,0.000729395,639.8635,17916.18,0.0,-0.3100616,0x0044,1,61716,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,494043343,6,167,0,3,319,1,11680,6821.528,5840,11680,1,0,0,0.0,0x1b,0x0003,1,6,0x0000001e,1460,2,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.001001,0.000857,0.003415,0.001674667,0.0009187901,0.002566333,0.001037467,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,9,17,17,17.0
A,490,0x0400000000004000,1527823376.369712,1527823442.821093,66.451381,1,3,eth:ipv4:tcp,7c:70:bc:5d:5e:dc,14:cc:20:51:33:ea,0x0800,,192.168.1.230,07,Private network,47238,52.20.217.1,us,Amazon Technologies Inc,443,6,0x00,1,7c:70:bc:5d:5e:dc_14:cc:20:51:33:ea_19,IEEERegi_Tp-LinkT,443,https,19,13,3757,6957,0,1448,197.7368,353.269,0,41.03817,3.497441,9.499331,0.2859233,56.53758,0.1875,-0.2986746,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,72672138,16,3756,2,10,6958,0,467200,34782.12,14624,467200,1,7,1,0.0,0x1e,0x0004,19,59,0x0000011e,1460,32,0x0000,0x00,0,0x00,4294953157,852849235,0.01,42949530.610003,1484873912.21109,0.0,0.001774,41.07845,4.721607,12.1618,0.219703,-1.0,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,4,1,2,6,1.5
B,490,0x0400000000004001,1527823376.589415,1527823401.742645,25.15323,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,7c:70:bc:5d:5e:dc,0x0800,,52.20.217.1,us,Amazon Technologies Inc,443,192.168.1.230,07,Private network,47238,6,0x00,1,14:cc:20:51:33:ea_7c:70:bc:5d:5e:dc_13,Tp-LinkT_IEEERegi,443,https,13,19,6957,3757,0,1448,535.1539,559.0697,0,18.68468,1.934864,4.751459,0.5168322,276.5847,-0.1875,0.2986746,0x00d4,1,29151,228,228,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,898050084,13,6956,0,4,3725,1,6872832,132026.6,28160,6872832,1,3,1,0.0,0x1b,0x0003,13,41,0x0000011e,1460,256,0x0000,0x00,0,0x00,852849235,4294947178,0.004,3411397.102033,1524412004.640613,0.219703,0.21703,18.67969,3.060148,6.386793,7.781754,13.73683,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,4,1,5,5.0
A,549,0x0400000000004001,1527823443.037839,1527823443.037839,0.0,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,7c:70:bc:5d:5e:dc,0x0800,,52.20.217.1,us,Amazon Technologies Inc,443,192.168.1.230,07,Private network,47238,6,0x00,1,14:cc:20:51:33:ea_7c:70:bc:5d:5e:dc_1,Tp-LinkT_IEEERegi,443,https,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0x0040,65535,0,228,228,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,898057043,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0x04,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0xc3,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,4,2,6,6.0
A,527,0x0400000000004000,1527823418.275695,1527823451.004836,32.729141,1,3,eth:ipv4:tcp,7c:70:bc:5d:5e:dc,14:cc:20:51:33:ea,0x0800,,192.168.1.230,07,Private network,44090,34.230.213.152,us,Amazon Technologies Inc,443,6,0x00,1,7c:70:bc:5d:5e:dc_14:cc:20:51:33:ea_18,IEEERegi_Tp-LinkT,443,https,18,11,2297,1085,0,517,127.6111,142.122,0,10.0113,1.818286,2.502183,0.5499686,70.18211,0.2413793,0.3583678,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3105569874,10,1989,2,2,155,0,467200,16727.82,14624,467200,1,1,1,0.0,0x1b,0x8801,18,74,0x0000013e,1460,32,0x0000,0x00,0,0x00,4294953976,4311288,0.01,42949538.800003,1484873912.204834,0.0,0.001685,10.01299,0.9790391,2.379844,0.207734,-1.0,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,5,1,2,8,1.6
B,527,0x0400000000004001,1527823418.483429,1527823451.212071,32.728642,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,7c:70:bc:5d:5e:dc,0x0800,,34.230.213.152,us,Amazon Technologies Inc,443,192.168.1.230,07,Private network,44090,6,0x00,1,14:cc:20:51:33:ea_7c:70:bc:5d:5e:dc_11,Tp-LinkT_IEEERegi,443,https,11,18,1085,2297,0,155,98.63636,66.72993,0,10.59331,2.975331,3.561181,0.3360971,33.15139,-0.2413793,-0.3583678,0x0054,1,61665,36,36,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,123093970,7,154,0,1,516,1,3436416,115900.8,0,3436416,2,0,0,0.09090909,0x1f,0x1803,10,32,0x0000011e,1460,128,0x0000,0x00,0,0x00,4311288,4294950724,0.004,17245.152819,1527806195.839032,0.207734,0.160066,5.998797,1.416027,1.610844,2.395066,2.873757,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,5,1,7,7.0
A,547,0x0400000000004000,1527823442.34061,1527823452.531974,10.191364,1,3,eth:ipv4:tcp,e0:76:d0:3f:00:ae,14:cc:20:51:33:ea,0x0800,,192.168.1.216,07,Private network,43678,52.193.63.241,jp,Amazon Data Services Japan,443,6,0x00,1,e0:76:d0:3f:00:ae_14:cc:20:51:33:ea_9,AMPAKTec_Tp-LinkT,443,https,9,8,1042,173,0,516,115.7778,169.6503,0,9.322752,1.132374,2.683677,0.8831006,102.2434,0.05882353,0.7152264,0x0054,1,13361,64,64,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2898772377,5,1041,2,1,141,0,467200,344631.7,0,497408,1,1,2,0.1111111,0x1f,0x0001,1,5,0x0000011e,1460,32,0x0000,0x00,0,0x00,3285156,0,0.004,13140.624624,1527810301.715986,0.0,0.004173,9.146697,2.047687,3.530475,0.176355,-1.0,0x12,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,6,1,4,10,1.666667
B,547,0x0400000000004001,1527823442.516965,1527823452.52736,10.010395,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,e0:76:d0:3f:00:ae,0x0800,,52.193.63.241,jp,Amazon Data Services Japan,443,192.168.1.216,07,Private network,43678,6,0x00,1,14:cc:20:51:33:ea_e0:76:d0:3f:00:ae_8,Tp-LinkT_AMPAKTec,443,https,8,9,173,1042,0,142,21.625,38.8842,0,9.32241,1.251299,2.789224,0.7991692,17.28204,-0.05882353,-0.7152264,0x00c4,1,27262,36,36,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3372255756,8,172,0,5,1043,1,29200,30763.41,29200,31088,0,2,1,0.0,0x1e,0x0006,1,1,0x00000004,1460,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.176355,0.175713,0.214418,0.1812636,0.01095899,2.228951,3.530492,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,6,3,9,9.0
A,521,0x0400000000004000,1527823412.631343,1527823443.565869,30.934526,1,3,eth:ipv4:tcp,ec:1a:59:83:28:11,14:cc:20:51:33:ea,0x0800,,192.168.1.165,07,Private network,4836,174.129.217.97,us,Amazoncom,3478,6,0x00,1,ec:1a:59:83:28:11_14:cc:20:51:33:ea_9,BelkinIn_Tp-LinkT,3478,stun,9,8,360,244,0,156,40.0,57.8842,0,27.92362,3.43717,8.035054,0.2909371,11.63748,0.05882353,0.192053,0x0074,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1129497393,6,359,2,3,244,1,11680,6176.664,5840,11680,1,0,0,0.0,0x1b,0x0001,9,29,0x0000011e,1460,2,0x0000,0x00,0,0x00,4294933241,321944480,0.004,17179733.779994,1510643709.785876,0.0,0.000834,27.96326,3.3414,8.082179,0.212729,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,1,4,4,0.4
B,521,0x0400000000004001,1527823412.844072,1527823443.774422,30.93035,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,ec:1a:59:83:28:11,0x0800,,174.129.217.97,us,Amazoncom,3478,192.168.1.165,07,Private network,4836,6,0x00,1,14:cc:20:51:33:ea_ec:1a:59:83:28:11_8,Tp-LinkT_BelkinIn,3478,stun,8,9,244,360,0,140,30.5,45.80147,0,28.17413,3.866294,8.415949,0.2586457,7.888692,-0.05882353,-0.192053,0x00d4,1,50798,37,37,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,699255328,7,243,1,4,360,1,741376,67983.27,5888,741376,1,2,1,0.0,0x1b,0x0403,8,26,0x0000011e,1460,128,0x0000,0x00,0,0x00,321946704,4294933241,0.001,321946.719292,1527501497.055131,0.212729,0.208553,0.315784,0.22834,0.03177803,3.56974,8.082241,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,10,3,3,3.0
A,560,0x0400000000004000,1527823453.66844,1527823455.363024,1.694584,1,3,eth:ipv4:tcp,ec:1a:59:83:28:11,14:cc:20:51:33:ea,0x0800,,192.168.1.165,07,Private network,4507,184.73.174.14,us,Amazoncom,8443,6,0x00,1,ec:1a:59:83:28:11_14:cc:20:51:33:ea_11,BelkinIn_Tp-LinkT,8443,pcsync-https,11,10,659,3118,0,245,59.90909,77.77953,0,0.51324,0.1540531,0.14241,6.491269,388.886,0.04761905,-0.6510458,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1174641409,8,658,2,4,3119,0,11680,10210.98,5840,11680,1,2,1,0.0,0x1e,0x0004,11,35,0x0000011e,1460,2,0x0000,0x00,0,0x00,4294936190,3029826711,0.004,17179745.575994,1510643709.78703,0.0,0.000967,0.514923,0.05015018,0.1344816,0.221266,-1.0,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,1,3,3,0.3
B,560,0x0400000000004001,1527823453.889706,1527823455.355188,1.465482,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,ec:1a:59:83:28:11,0x0800,,184.73.174.14,us,Amazoncom,8443,192.168.1.165,07,Private network,4507,6,0x00,1,14:cc:20:51:33:ea_ec:1a:59:83:28:11_10,Tp-LinkT_BelkinIn,8443,pcsync-https,10,11,3118,659,0,1448,311.8,464.3176,0,0.735043,0.1465482,0.1990542,6.823694,2127.628,-0.04761905,0.6510458,0x00d4,1,564,38,38,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1169193300,10,3117,0,4,621,1,3706880,180314.0,30080,3706880,1,2,1,0.0,0x1b,0x0003,10,32,0x0000011e,1460,128,0x0000,0x00,0,0x00,3029826711,4294936130,0.004,12119307.419636,1515704147.935552,0.221266,0.219402,0.25879,0.2281664,0.01030558,0.2783166,0.1348759,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,10,2,2,2.0
A,561,0x0400000000004000,1527823455.424904,1527823457.470431,2.045527,1,3,eth:ipv4:tcp,ec:1a:59:83:28:11,14:cc:20:51:33:ea,0x0800,,192.168.1.165,07,Private network,4508,184.73.174.14,us,Amazoncom,8443,6,0x00,1,ec:1a:59:83:28:11_14:cc:20:51:33:ea_19,BelkinIn_Tp-LinkT,8443,pcsync-https,19,18,9650,2366,0,1448,507.8947,613.588,0,0.50729,0.1076593,0.1214704,9.28856,4717.611,0.02702703,0.6061918,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1174590218,16,9649,2,4,2367,0,11680,8735.886,5840,11680,1,1,1,0.0,0x1e,0x0004,19,59,0x0000011e,1460,2,0x0000,0x00,0,0x00,4294936717,3029827238,0.004,17179747.683994,1510643709.786437,0.0,0.001037,0.509631,0.0347309,0.1034637,0.206856,-1.0,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,1,2,2,0.2
B,561,0x0400000000004001,1527823455.63176,1527823457.463512,1.831752,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,ec:1a:59:83:28:11,0x0800,,184.73.174.14,us,Amazoncom,8443,192.168.1.165,07,Private network,4508,6,0x00,1,14:cc:20:51:33:ea_ec:1a:59:83:28:11_18,Tp-LinkT_BelkinIn,8443,pcsync-https,18,19,2366,9650,0,1448,131.4444,296.9081,0,0.716677,0.101764,0.1577329,9.826657,1291.66,-0.02702703,-0.6061918,0x00d4,1,24681,38,38,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,380312951,18,2365,0,12,9612,1,3706880,62427.0,30080,3706880,1,10,1,0.0,0x1b,0x0003,18,56,0x0000011e,1460,128,0x0000,0x00,0,0x00,3029827238,4294936660,0.004,12119309.527636,1515704147.935876,0.206856,0.001305,0.221197,0.1603547,0.07714538,0.1950856,0.1290587,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,10,1,1,1.0
A,563,0x0400000000004000,1527823458.985817,1527823459.291931,0.306114,1,3,eth:ipv4:tcp,70:ee:50:18:34:43,14:cc:20:51:33:ea,0x0800,,192.168.1.241,07,Private network,50333,195.154.199.173,fr,ONLINE SAS,443,6,0x00,1,70:ee:50:18:34:43_14:cc:20:51:33:ea_2,Netatmo_Tp-LinkT,443,https,2,1,0,0,0,0,0.0,0.0,0,0.306114,0.153057,0.1082276,6.533514,0.0,0.3333333,0.0,0x0054,46826,46826,64,64,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3605759921,0,0,0,0,0,0,931840,652288.0,0,931840,1,0,0,0.5,0x06,0x0000,1,5,0x0000011e,1456,64,0x0000,0x00,0,0x00,4294954663,0,0.004,17179819.467998,1510643639.51782,0.0,0.001963,0.001963,0.0009815,0.0006940253,0.304151,-1.0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,17,1,2,6,0.3529412
B,563,0x0400000000004001,1527823459.289968,1527823459.289968,0.0,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,70:ee:50:18:34:43,0x0800,,195.154.199.173,fr,ONLINE SAS,443,192.168.1.241,07,Private network,50333,6,0x00,1,14:cc:20:51:33:ea_70:ee:50:18:34:43_1,Tp-LinkT_Netatmo,443,https,1,2,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.3333333,0.0,0x0074,65535,0,45,45,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2974307975,1,0,0,0,0,1,3706880,3706880.0,3706880,3706880,0,0,0,0.0,0x12,0x0002,1,5,0x0000011e,1460,128,0x0000,0x00,0,0x00,2301289048,4294954663,0.01,23012889.965622,1504810569.324347,0.304151,0.304151,0.304151,0.304151,0.0,0.3051325,0.0006940253,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,17,1,5,5.0
